article_id,file_name,generated_at,topic,level,target_words,word_count,len_dev_pct,sentence_count,complex_word_ratio,fk_grade,fre,ari,coleman_liau,gunning_fog,task_a_hit_by_level_band,model,provider,experiment_id,run_tag,batch_id,sample_id,attempts_used,max_attempts,selected_attempt,within_preferred_range,distance_to_target_words,prompt_tokens,completion_tokens,total_tokens,llm_calls,in_report_task_a_scope,report_task_a_n38_rank_in_model,report_task_a_selected_n38,data_origin
32d83859-e1a7-45f6-8295-7e6df0e27fd2,32d83859-e1a7-45f6-8295-7e6df0e27fd2.json,2026-02-25T20:08:00.248Z,public transportation,3,300,301,0.3333,15,0.12,17.72,3.78,19.09,20.78,12.94,false,openai/gpt-5-mini,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_gpt5mini_b02,public_transportation_l3_w300_r1,1,3,1,true,1,180,1061,1241,1,true,25,true,out_generated
834d60c0-4b1e-49d7-bea5-c7fd39f453c3,834d60c0-4b1e-49d7-bea5-c7fd39f453c3.json,2026-02-25T20:07:35.262Z,public transportation,2,600,635,5.8333,47,0.06,11.03,40.04,11.81,15.08,7.8,false,openai/gpt-5-mini,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_gpt5mini_b02,public_transportation_l2_w600_r1,3,3,3,false,35,546,3913,4459,3,true,26,true,out_generated
2a1d9b0b-8b9f-45bc-b2ca-fbcc4d874bc5,2a1d9b0b-8b9f-45bc-b2ca-fbcc4d874bc5.json,2026-02-25T20:06:35.471Z,public transportation,2,300,328,9.3333,27,0.07,11.2,36.4,11.99,15.9,7.54,false,openai/gpt-5-mini,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_gpt5mini_b02,public_transportation_l2_w300_r1,2,3,1,false,28,364,2003,2367,2,true,27,true,out_generated
379ed5d3-997f-49b8-a1ee-43bec1e73b4f,379ed5d3-997f-49b8-a1ee-43bec1e73b4f.json,2026-02-25T20:06:04.475Z,public transportation,1,600,687,14.5,56,0.01,5.96,74.19,5.85,8.18,5.14,false,openai/gpt-5-mini,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_gpt5mini_b02,public_transportation_l1_w600_r1,3,3,1,false,87,549,9135,9684,3,true,28,true,out_generated
9aa09780-b09a-4418-9803-53e29aa7bc4c,9aa09780-b09a-4418-9803-53e29aa7bc4c.json,2026-02-25T20:03:22.735Z,public transportation,1,300,300,0,33,0.01,4.24,80.86,4.37,7.48,3.9,false,openai/gpt-5-mini,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_gpt5mini_b02,public_transportation_l1_w300_r1,3,3,2,false,0,546,3590,4136,3,true,29,true,out_generated
c044bb20-3799-4a3b-a8bc-8184f8e4b3e8,c044bb20-3799-4a3b-a8bc-8184f8e4b3e8.json,2026-02-25T20:02:29.546Z,climate adaptation,5,600,584,2.6667,16,0.21,26.95,-33.17,29.62,24.34,23.09,true,openai/gpt-5-mini,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_gpt5mini_b02,climate_adaptation_l5_w600_r1,1,3,1,true,16,179,1649,1828,1,true,30,true,out_generated
9b0c0fdd-2aee-4513-883f-c810a05bd0b5,9b0c0fdd-2aee-4513-883f-c810a05bd0b5.json,2026-02-25T20:02:02.421Z,climate adaptation,5,300,298,0.6667,10,0.24,25.33,-33.49,27.21,25.33,21.45,true,openai/gpt-5-mini,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_gpt5mini_b02,climate_adaptation_l5_w300_r1,1,3,1,true,2,179,1022,1201,1,true,31,true,out_generated
ad271e3a-6151-44ab-b840-bc9d44160a8c,ad271e3a-6151-44ab-b840-bc9d44160a8c.json,2026-02-25T20:01:47.850Z,climate adaptation,4,600,555,7.5,20,0.21,23.57,-24.52,25.41,24.29,19.32,false,openai/gpt-5-mini,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_gpt5mini_b02,climate_adaptation_l4_w600_r1,1,3,1,true,45,180,1298,1478,1,true,32,true,out_generated
944a5355-3a99-431d-aca6-aff202a0d82a,944a5355-3a99-431d-aca6-aff202a0d82a.json,2026-02-25T20:01:28.361Z,climate adaptation,4,300,325,8.3333,16,0.26,23.59,-37.91,24.44,27.32,18.46,false,openai/gpt-5-mini,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_gpt5mini_b02,climate_adaptation_l4_w300_r1,1,3,1,true,25,180,3050,3230,1,true,33,true,out_generated
5618dad7-b652-4d64-8a16-d0c6da35d4ac,5618dad7-b652-4d64-8a16-d0c6da35d4ac.json,2026-02-25T20:00:45.165Z,climate adaptation,3,600,561,6.5,23,0.13,19.33,-0.09,21.21,20.99,15.1,false,openai/gpt-5-mini,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_gpt5mini_b02,climate_adaptation_l3_w600_r1,3,3,2,false,39,540,4254,4794,3,true,34,true,out_generated
388e6d31-3617-47aa-9b0f-94e7df01272e,388e6d31-3617-47aa-9b0f-94e7df01272e.json,2026-02-25T19:59:47.572Z,climate adaptation,3,300,322,7.3333,19,0.13,16.09,9.92,17.64,20.66,12.12,false,openai/gpt-5-mini,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_gpt5mini_b02,climate_adaptation_l3_w300_r1,1,3,1,true,22,180,2804,2984,1,true,35,true,out_generated
f858e5ac-b372-4630-882c-ee6d0c413ddb,f858e5ac-b372-4630-882c-ee6d0c413ddb.json,2026-02-25T19:59:12.000Z,climate adaptation,2,600,575,4.1667,51,0.06,9.1,49.88,9.94,13.69,6.94,true,openai/gpt-5-mini,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_gpt5mini_b02,climate_adaptation_l2_w600_r1,3,3,2,false,25,546,5844,6390,3,true,36,true,out_generated
56927827-7f44-4610-be83-3d9bde7ee4af,56927827-7f44-4610-be83-3d9bde7ee4af.json,2026-02-25T19:57:58.588Z,climate adaptation,2,300,397,32.3333,34,0.1,12.15,28.77,13.06,17.43,8.6,false,openai/gpt-5-mini,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_gpt5mini_b02,climate_adaptation_l2_w300_r1,1,3,1,true,97,182,3086,3268,1,true,37,true,out_generated
b98715bb-256d-46c0-93c7-b0e0811adc42,b98715bb-256d-46c0-93c7-b0e0811adc42.json,2026-02-25T19:57:19.490Z,climate adaptation,1,600,593,1.1667,57,0.02,5.52,74.01,6.3,9.48,4.9,false,openai/gpt-5-mini,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_gpt5mini_b02,climate_adaptation_l1_w600_r1,3,3,2,false,7,549,4728,5277,3,true,38,true,out_generated
71f6dffe-595d-4249-96e1-2c41cce5bb53,71f6dffe-595d-4249-96e1-2c41cce5bb53.json,2026-02-25T19:54:59.253Z,marine ecosystems,5,600,572,4.6667,19,0.17,23.36,-18.8,25.72,23.29,19.04,true,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,marine_ecosystems_l5_w600_r1,1,3,1,true,28,332,1209,1541,1,true,1,true,out_generated
be6bb0a5-33f6-4697-980d-0fa6275a1b99,be6bb0a5-33f6-4697-980d-0fa6275a1b99.json,2026-02-25T19:54:46.128Z,marine ecosystems,5,300,354,18,10,0.21,27.28,-37.49,29.77,25.19,22.52,true,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,marine_ecosystems_l5_w300_r1,1,3,1,true,54,332,1202,1534,1,true,2,true,out_generated
27257511-4248-4cb3-88f7-c1bc2f51ffb5,27257511-4248-4cb3-88f7-c1bc2f51ffb5.json,2026-02-25T19:54:33.567Z,marine ecosystems,4,600,541,9.8333,20,0.17,22.31,-16.72,24.45,23.49,17.47,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,marine_ecosystems_l4_w600_r1,2,3,2,true,59,666,2398,3064,2,true,3,true,out_generated
4c98ff16-1b32-4516-a331-4d6c52590f05,4c98ff16-1b32-4516-a331-4d6c52590f05.json,2026-02-25T19:53:59.176Z,marine ecosystems,4,300,305,1.6667,14,0.18,20.1,-10.27,21.58,22.94,15.93,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,marine_ecosystems_l4_w300_r1,1,3,1,true,5,333,750,1083,1,true,4,true,out_generated
fc61be32-d96a-4a8d-846d-dc802a95fe8d,fc61be32-d96a-4a8d-846d-dc802a95fe8d.json,2026-02-25T19:53:50.287Z,marine ecosystems,3,600,553,7.8333,23,0.1,16.47,19.81,18.63,17.97,13.52,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,marine_ecosystems_l3_w600_r1,3,3,2,false,47,1002,3823,4825,3,true,5,true,out_generated
26e90809-9715-4fc0-b0db-4f5d828a8422,26e90809-9715-4fc0-b0db-4f5d828a8422.json,2026-02-25T19:53:15.833Z,marine ecosystems,3,300,288,4,19,0.1,14.21,20.19,15.55,18.96,10.23,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,marine_ecosystems_l3_w300_r1,1,3,1,true,12,334,857,1191,1,true,6,true,out_generated
5a2093bd-4f3d-4247-8e42-085518048984,5a2093bd-4f3d-4247-8e42-085518048984.json,2026-02-25T19:53:04.758Z,marine ecosystems,2,600,460,23.3333,59,0.01,5.1,72.39,6.33,10.19,3.64,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,marine_ecosystems_l2_w600_r1,3,3,1,false,140,1005,3213,4218,3,true,7,true,out_generated
d51f3924-e8ce-4e7d-9e08-01ba9957d987,d51f3924-e8ce-4e7d-9e08-01ba9957d987.json,2026-02-25T19:52:24.075Z,marine ecosystems,2,300,304,1.3333,40,0.03,6.2,64.15,6.69,10.67,4.36,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,marine_ecosystems_l2_w300_r1,3,3,3,false,4,1005,2729,3734,3,true,8,true,out_generated
51cefb2e-9824-4da6-8c07-b1d2c6cc33cb,51cefb2e-9824-4da6-8c07-b1d2c6cc33cb.json,2026-02-25T19:51:55.370Z,marine ecosystems,1,600,488,18.6667,102,0.01,2.09,88.6,3.32,5.92,2.41,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,marine_ecosystems_l1_w600_r1,3,3,3,false,112,1008,3034,4042,3,true,9,true,out_generated
dabdaed4-ad6c-4884-a598-adcc9c1baea2,dabdaed4-ad6c-4884-a598-adcc9c1baea2.json,2026-02-25T19:51:23.034Z,marine ecosystems,1,300,285,5,44,0.03,4.53,74.1,4.57,8.04,3.85,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,marine_ecosystems_l1_w300_r1,3,3,3,false,15,1005,2541,3546,3,true,10,true,out_generated
79173d74-e1e7-49e7-ad37-3f4492439130,79173d74-e1e7-49e7-ad37-3f4492439130.json,2026-02-25T19:51:00.135Z,ancient trade routes,5,600,625,4.1667,12,0.16,30.64,-31.88,34.77,21.28,27.23,true,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,ancient_trade_routes_l5_w600_r1,2,3,2,true,25,666,3318,3984,2,true,11,true,out_generated
b53b526a-8635-4c2c-bba2-76eedfe2e54a,b53b526a-8635-4c2c-bba2-76eedfe2e54a.json,2026-02-25T19:50:19.151Z,ancient trade routes,5,300,345,15,11,0.18,24.45,-24.36,26.5,23.51,19.73,true,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,ancient_trade_routes_l5_w300_r1,1,3,1,true,45,333,1189,1522,1,true,12,true,out_generated
0c8587eb-b6e0-484b-8c70-807e3266c714,0c8587eb-b6e0-484b-8c70-807e3266c714.json,2026-02-25T19:50:00.358Z,ancient trade routes,4,600,591,1.5,22,0.1,18.81,8.08,20.16,18.25,14.87,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,ancient_trade_routes_l4_w600_r1,1,3,1,true,9,334,1326,1660,1,true,13,true,out_generated
1aa948e6-8ed3-4f58-9bf3-6c597cef030b,1aa948e6-8ed3-4f58-9bf3-6c597cef030b.json,2026-02-25T19:49:47.839Z,ancient trade routes,4,300,278,7.3333,14,0.19,20.93,-19.65,21.69,24.14,15.42,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,ancient_trade_routes_l4_w300_r1,1,3,1,true,22,334,909,1243,1,true,14,true,out_generated
5d914147-08a0-4f9e-a286-3f84d176b3d6,5d914147-08a0-4f9e-a286-3f84d176b3d6.json,2026-02-25T19:49:35.930Z,ancient trade routes,3,600,582,3,20,0.09,19.42,7.66,21.14,18.16,15.42,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,ancient_trade_routes_l3_w600_r1,1,3,1,true,18,335,1173,1508,1,true,15,true,out_generated
90c0d4d7-8444-469d-9e0f-a3e03c76dd1a,90c0d4d7-8444-469d-9e0f-a3e03c76dd1a.json,2026-02-25T19:49:21.861Z,ancient trade routes,3,300,310,3.3333,15,0.07,14.62,27.03,15.64,16.15,11.23,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,ancient_trade_routes_l3_w300_r1,1,3,1,true,10,335,836,1171,1,true,16,true,out_generated
62c20dd3-feea-494a-a587-9b2c260f84e5,62c20dd3-feea-494a-a587-9b2c260f84e5.json,2026-02-25T19:49:11.747Z,ancient trade routes,2,600,603,0.5,59,0.02,6.56,66.26,6.65,9.98,4.75,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,ancient_trade_routes_l2_w600_r1,3,3,3,false,3,1008,3470,4478,3,true,17,true,out_generated
9af6ed5d-da86-4b69-b90f-011f09e31df0,9af6ed5d-da86-4b69-b90f-011f09e31df0.json,2026-02-25T19:48:27.850Z,ancient trade routes,2,300,290,3.3333,31,0.03,7.55,57.6,7.33,11.1,4.85,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,ancient_trade_routes_l2_w300_r1,3,3,3,false,10,1008,2759,3767,3,true,18,true,out_generated
6fc872d2-7ded-4a9c-a3ba-d4d60a8d845c,6fc872d2-7ded-4a9c-a3ba-d4d60a8d845c.json,2026-02-25T19:47:53.788Z,ancient trade routes,1,600,495,17.5,59,0.01,4.75,75.95,4.84,8.23,3.6,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,ancient_trade_routes_l1_w600_r1,3,3,1,false,105,1011,3229,4240,3,true,19,true,out_generated
d9b2079b-e96f-404b-ab52-bd7474494aea,d9b2079b-e96f-404b-ab52-bd7474494aea.json,2026-02-25T19:47:13.664Z,ancient trade routes,1,300,319,6.3333,48,0,3.31,83.13,3.97,7.3,2.78,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,ancient_trade_routes_l1_w300_r1,3,3,1,false,19,1008,2973,3981,3,true,20,true,out_generated
203ae205-3a4d-4dcc-aab2-69ad42372bc5,203ae205-3a4d-4dcc-aab2-69ad42372bc5.json,2026-02-25T19:46:43.100Z,public transportation,5,600,665,10.8333,23,0.22,23.94,-25.04,25.2,23.34,20.17,true,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,public_transportation_l5_w600_r1,1,3,1,true,65,332,1306,1638,1,true,21,true,out_generated
23e68211-0ca0-4ca3-bbd5-c133ca9884b9,23e68211-0ca0-4ca3-bbd5-c133ca9884b9.json,2026-02-25T19:46:30.001Z,public transportation,5,300,344,14.6667,11,0.23,25.66,-33.21,26.88,24.04,21.58,true,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,public_transportation_l5_w300_r1,1,3,1,true,44,332,925,1257,1,true,22,true,out_generated
4d507f5c-e903-4ef9-9db7-15c459a9c738,4d507f5c-e903-4ef9-9db7-15c459a9c738.json,2026-02-25T19:46:19.381Z,public transportation,4,600,547,8.8333,20,0.21,23.12,-21.99,25.09,24.13,19.42,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,public_transportation_l4_w600_r1,3,3,3,true,53,999,3810,4809,3,true,23,true,out_generated
83628403-a111-4c30-a36d-74425e6c639e,83628403-a111-4c30-a36d-74425e6c639e.json,2026-02-25T19:45:34.724Z,public transportation,4,300,326,8.6667,17,0.25,21.68,-26.21,22.89,26.02,17.61,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,public_transportation_l4_w300_r1,1,3,1,true,26,333,1094,1427,1,true,24,true,out_generated
3481ef0a-beb7-4eb2-9ac3-b8da0f4f3afd,3481ef0a-beb7-4eb2-9ac3-b8da0f4f3afd.json,2026-02-25T19:45:19.237Z,public transportation,3,600,571,4.8333,33,0.11,16.1,10.44,17.11,19.81,11.47,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,public_transportation_l3_w600_r1,3,3,3,true,29,1002,4051,5053,3,true,25,true,out_generated
0bef376f-b893-43d1-820d-00fba9ab6838,0bef376f-b893-43d1-820d-00fba9ab6838.json,2026-02-25T19:44:42.711Z,public transportation,3,300,317,5.6667,20,0.16,17.28,-0.6,17.89,21.53,12.65,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,public_transportation_l3_w300_r1,2,3,2,true,17,668,1952,2620,2,true,26,true,out_generated
0c413512-f7ee-4e64-b5f2-e35d46dc7ad7,0c413512-f7ee-4e64-b5f2-e35d46dc7ad7.json,2026-02-25T19:44:22.924Z,public transportation,2,600,586,2.3333,69,0.02,6.35,64.67,7.07,11,4.35,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,public_transportation_l2_w600_r1,3,3,3,false,14,1005,3302,4307,3,true,27,true,out_generated
1935319b-6d42-4309-99eb-fdf7003928ae,1935319b-6d42-4309-99eb-fdf7003928ae.json,2026-02-25T19:43:52.587Z,public transportation,2,300,299,0.3333,27,0.02,6.49,68.27,7.52,10.75,5.37,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,public_transportation_l2_w300_r1,3,3,2,false,1,1005,3047,4052,3,true,28,true,out_generated
e0598ace-77d9-423b-a159-3cc71e8abb37,e0598ace-77d9-423b-a159-3cc71e8abb37.json,2026-02-25T19:43:26.475Z,public transportation,1,600,594,1,86,0.02,4.33,76.34,4.68,8.2,3.37,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,public_transportation_l1_w600_r1,3,3,1,false,6,1008,3958,4966,3,true,29,true,out_generated
b34c8ac4-2a6f-4581-a8e4-f65f01c1040e,b34c8ac4-2a6f-4581-a8e4-f65f01c1040e.json,2026-02-25T19:42:38.819Z,public transportation,1,300,302,0.6667,33,0.01,5.17,74.29,5.73,9.16,4.19,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,public_transportation_l1_w300_r1,3,3,3,false,2,1005,2689,3694,3,true,30,true,out_generated
c3448d23-14f9-4b13-aa8b-0c809bd05532,c3448d23-14f9-4b13-aa8b-0c809bd05532.json,2026-02-25T19:42:03.532Z,climate adaptation,5,600,552,8,17,0.25,27.3,-42.83,28.82,25.76,22.84,true,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,climate_adaptation_l5_w600_r1,1,3,1,true,48,332,1776,2108,1,true,31,true,out_generated
09edb394-a0f6-4424-a226-f4deeb51e99f,09edb394-a0f6-4424-a226-f4deeb51e99f.json,2026-02-25T19:41:46.751Z,climate adaptation,5,300,325,8.3333,11,0.31,27.45,-49.1,28.91,27.6,24.13,true,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,climate_adaptation_l5_w300_r1,1,3,1,true,25,332,1214,1546,1,true,32,true,out_generated
e7d6319f-9d93-45d7-9417-9e241a6a37bb,e7d6319f-9d93-45d7-9417-9e241a6a37bb.json,2026-02-25T19:41:29.994Z,climate adaptation,4,600,583,2.8333,20,0.21,23.83,-23.88,26.06,24.27,19.96,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,climate_adaptation_l4_w600_r1,1,3,1,true,17,333,1249,1582,1,true,33,true,out_generated
58bb4785-c1db-4322-8bb1-26e91a1fd995,58bb4785-c1db-4322-8bb1-26e91a1fd995.json,2026-02-25T19:41:10.687Z,climate adaptation,4,300,336,12,15,0.21,21.56,-19.6,22.89,24.23,17.29,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,climate_adaptation_l4_w300_r1,1,3,1,true,36,333,888,1221,1,true,34,true,out_generated
b916bb39-1fe5-40a6-9c7e-c994a6413dad,b916bb39-1fe5-40a6-9c7e-c994a6413dad.json,2026-02-25T19:40:59.269Z,climate adaptation,3,600,535,10.8333,25,0.14,17.92,4.69,19.73,20.84,14.32,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,climate_adaptation_l3_w600_r1,3,3,2,false,65,1002,3534,4536,3,true,35,true,out_generated
6e6dad50-6b1f-4149-8346-e759557c22bd,6e6dad50-6b1f-4149-8346-e759557c22bd.json,2026-02-25T19:40:21.505Z,climate adaptation,3,300,290,3.3333,19,0.15,15.92,8.14,17.16,20.91,12.17,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,climate_adaptation_l3_w300_r1,2,3,2,true,10,668,1485,2153,2,true,36,true,out_generated
18e3546e-a14a-4655-a5b1-e4ea21ec633e,18e3546e-a14a-4655-a5b1-e4ea21ec633e.json,2026-02-25T19:40:07.924Z,climate adaptation,2,600,499,16.8333,71,0.03,4.84,72.89,6,9.85,3.93,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,climate_adaptation_l2_w600_r1,3,3,3,false,101,1005,3302,4307,3,true,37,true,out_generated
f34dbe93-323a-4241-938a-fa0d226f6671,f34dbe93-323a-4241-938a-fa0d226f6671.json,2026-02-25T19:39:36.735Z,climate adaptation,2,300,279,7,35,0.01,3.72,82.61,4.96,8.45,3.62,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,climate_adaptation_l2_w300_r1,3,3,3,false,21,1005,3027,4032,3,true,38,true,out_generated
e5d4c1ea-c70a-4db0-9c4f-cf5699085a2d,e5d4c1ea-c70a-4db0-9c4f-cf5699085a2d.json,2026-02-25T19:39:01.706Z,climate adaptation,1,600,625,4.1667,121,0.02,2.66,85.18,3.29,6.11,2.83,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,climate_adaptation_l1_w600_r1,3,3,3,false,25,1008,3454,4462,3,true,39,false,out_generated
61acdb90-d6a9-4bf2-8336-4321d01eb56a,61acdb90-d6a9-4bf2-8336-4321d01eb56a.json,2026-02-25T19:38:20.397Z,climate adaptation,1,300,257,14.3333,42,0.02,2.91,85.08,4.21,7.55,3.38,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_modelcmp_20260225,pilot,gen_grok_b02,climate_adaptation_l1_w300_r1,3,3,3,false,43,1005,2272,3277,3,true,40,false,out_generated
3a38f5cc-c812-475e-912f-eaeacafff3d0,3a38f5cc-c812-475e-912f-eaeacafff3d0.json,2026-02-25T19:15:22.740Z,marine ecosystems,5,600,596,0.6667,20,0.2,24.21,-25.4,26.23,24.1,19.84,true,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,marine_ecosystems_l5_w600_r1,2,3,2,true,4,664,2571,3235,2,false,,false,out_generated
699a241b-da70-4f11-a345-47f0ea192f92,699a241b-da70-4f11-a345-47f0ea192f92.json,2026-02-25T19:14:54.050Z,marine ecosystems,5,300,320,6.6667,8,0.22,29.73,-46.85,33.23,26.73,24.75,true,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,marine_ecosystems_l5_w300_r1,1,3,1,true,20,332,1096,1428,1,false,,false,out_generated
950f7640-73bc-4a0d-9db0-6a37d6b483b5,950f7640-73bc-4a0d-9db0-6a37d6b483b5.json,2026-02-25T19:14:37.670Z,marine ecosystems,4,600,551,8.1667,20,0.18,22.76,-19.04,24.87,23.73,18.06,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,marine_ecosystems_l4_w600_r1,3,3,3,true,49,999,4020,5019,3,false,,false,out_generated
f6c961ad-20dc-48ee-b68c-8291f2536141,f6c961ad-20dc-48ee-b68c-8291f2536141.json,2026-02-25T19:13:28.347Z,marine ecosystems,4,300,309,3,14,0.17,19.9,-8.31,21.65,22.86,15.82,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,marine_ecosystems_l4_w300_r1,1,3,1,true,9,333,864,1197,1,false,,false,out_generated
cb33dc6a-ccd3-4eab-9baf-ed6d91fc5450,cb33dc6a-ccd3-4eab-9baf-ed6d91fc5450.json,2026-02-25T19:13:20.083Z,marine ecosystems,3,600,506,15.6667,22,0.12,17.54,10.28,19.51,19.67,13.94,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,marine_ecosystems_l3_w600_r1,3,3,3,false,94,1002,3192,4194,3,false,,false,out_generated
5c8c8664-0855-40b0-9b68-43d1674c8986,5c8c8664-0855-40b0-9b68-43d1674c8986.json,2026-02-25T19:12:41.742Z,marine ecosystems,3,300,293,2.3333,17,0.13,15.46,14.94,17.26,20.03,11.95,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,marine_ecosystems_l3_w300_r1,1,3,1,true,7,334,843,1177,1,false,,false,out_generated
f9c1b452-3180-4b15-b6b3-e57b5e21111b,f9c1b452-3180-4b15-b6b3-e57b5e21111b.json,2026-02-25T19:12:28.979Z,marine ecosystems,2,600,434,27.6667,56,0.03,6.55,61.93,7.11,11.18,4.39,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,marine_ecosystems_l2_w600_r1,3,3,1,false,166,1005,3245,4250,3,false,,false,out_generated
0c812562-e605-4eec-9b15-fa0701517dd0,0c812562-e605-4eec-9b15-fa0701517dd0.json,2026-02-25T19:11:56.918Z,marine ecosystems,2,300,290,3.3333,30,0.03,6.94,62.54,7.86,11.67,5.11,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,marine_ecosystems_l2_w300_r1,2,3,2,true,10,670,1834,2504,2,false,,false,out_generated
2f6c2454-faf6-4af1-86f6-e93e93d6181a,2f6c2454-faf6-4af1-86f6-e93e93d6181a.json,2026-02-25T19:11:34.117Z,marine ecosystems,1,600,485,19.1667,62,0.03,4.78,74.7,5,8.53,4.37,false,x-ai/grok-4.1-fast,openrouter,ch5_e1_20260225,pilot,gen_b01,marine_ecosystems_l1_w600_r1,3,3,3,false,115,1005,3496,4501,3,false,,false,out_generated
